阿党比周    相互勾结，相互偏袒，结党营私。
枉墨矫绳    比喻违背准绳、准则。
枉辔学步    比喻错误地模仿别人。
枉曲直凑    谓在弯曲的路上却笔直地往前走。形容人笨拙死板而不知变通。
枉突徙薪    据汉刘向《说苑·权谋》，有人见邻人烟囱直立且旁有积薪，劝其改为弯曲烟囱并移走积薪；邻人不从，后果失火。后以“枉突徙薪”喻防患于未然。
枉物难消    谓不义之财难于消受，反而招灾惹祸。
枉用心机    同“枉费心机”。
枉直随形    谓影子的曲直随形而定。
枉直同贯    谓曲直不分。
罔知所措    不知该怎么办。
惘然若失    心情迷惘，像失落了什么似的。
妄谈祸福    无根据地预言祸福之事。
妄下雌黄    北齐颜之推《颜氏家训·勉学》：“校定书籍，亦何容易？自扬雄刘向方称此职耳。观天下书未徧，不得妄下雌黄。”后因称乱改文字，乱加议论为“妄下雌黄”。参见“雌黄”。
妄言妄听    谓言者随便说说，听者姑且听听，皆不认真看待。语本《庄子·齐物论》：“予尝为女妄言之，女亦以妄听之。”
妄自菲薄    不知自重；毫无根据地看轻自己。
妄自尊大    狂妄自大。
忘餐废寝    见“忘寝废食”。
忘啜废枕    谓不食不眠。
忘恩背义    犹忘恩负义。
忘恩负义    忘掉他人对己的恩德，做出背信弃义的事情。
忘恩失义    犹忘恩负义。
忘乎其形    犹忘形。形容得意或兴奋得失去常态。
忘乎所以    同“忘其所以”。
忘其所以    ①形容得意或兴奋得失去常态。②忘记了一切。
忘寝废食    忘记了睡觉，顾不得吃饭。形容对某事专心致志或忘我地工作、学习。
忘情负义    忘记别人对自己的情义，做出对不起他的事。
忘生舍死    忘却性命，不怕牺牲。
望表知里    通过观察事物的表面现象推知本质。
望尘拜伏    见“望尘而拜”。
望尘奔北    见“望尘奔溃”。
望尘奔溃    亦作“望尘奔北”。谓只看见敌方军马扬起的尘土便奔逃溃散。形容军无斗志。
望尘不及    见“望尘莫及”。
望尘而拜    谓迎候显贵，望见车尘即行叩拜。形容卑躬屈膝或敬畏的神态。
望尘靡及    见“望尘莫及”。
望尘莫及    亦作“望尘不及”。亦作“望尘靡及”。谓远望前面车马飞扬的尘土而追趕不上。亦比喻远远落后。语本《庄子·田子方》：“夫子奔逸绝尘，而回瞠若乎后矣。”
望尘僄声    比喻听见风就是雨，不辨事情的虚实真伪。
望尘追迹    比喻趕上别人的前进速度。
望穿秋水    形容急切盼望。秋水，喻指眼睛。
望断白云    喻想念父母。典出《新唐书·狄仁杰传》：“亲在河阳，仁杰在太行山，反顾，见白云孤飞，谓左右曰：‘吾亲舍其下。’瞻怅久之，云移乃得去。”
望而却步    见到危险、困难或力所不及的事就往后退缩。
望而生畏    见了令人害怕。语本《论语·尧曰》：“君子正其衣冠，尊其瞻视，俨然人望而畏之，斯不亦威而不猛乎？”
望风捕影    比喻言论行动以似是而非的迹象为依据。
望风承旨    见“望风希指”。
望风而遁    远远望见敌人的踪影或强大气势，即行遁逃。
望风而靡    ①见对方的威势就服服帖帖。形容畏惧之状。②望见对方就为之折服倾倒。形容钦敬之状。③同“望风披靡”。
望风而逃    同“望风而遁”。
望风披靡    汉司马相如《上林赋》：“应风披靡，吐芳扬烈。”谓草木随风倒伏。后用“望风披靡”比喻为敌人强大的气势所压倒。形容军无斗志。
望风希旨    见“望风希指”。
望风希指    谓见机迎合他人意旨。
望峰息心    遥望山峦巍峨而尘念随之平息。多指遁世隐居。亦喻知难而止息。
望衡对宇    门庭相对。形容住处接近。
望空捉影    又作：捕风捉影。比喻言论行动以似是而非的迹象为依据。
望梅阁老    喻徒有虚名之官。
望梅止渴    比喻以空想安慰自己。典出南朝宋刘义庆《世说新语·假谲》：“魏武行役失汲道，军皆渴，乃令曰：‘前有大梅林，饶子，甘酸可以解渴。’士卒闻之，口皆出水，乘此得及前源。”
望门投止    谓见有人家即去投宿。极言处境的窘迫。
望其肩项    形容趕得上或达得到。
望其项背    见“望其肩项”。
望秋先零    谓草木将近秋即败落凋零。亦比喻未老先衰。
望文生训    见“望文生义”。
望文生义    不推求词句的确切涵义，只从字面上去附会，作出错误的解释。
望屋而食    谓军行不带粮草，随处就食。
望屋以食    见“望屋而食”。
望岫息心    见“望峰息心”。
望眼将穿    见“望眼欲穿”。
望眼欲穿    亦作“望眼穿”。亦作“望眼将穿”。极言盼望殷切。语出唐白居易《江楼夜吟元九律诗》：“白头吟处变，青眼望中穿。”
望洋而叹    亦作“望洋而叹”。比喻看见他人伟大而慨叹自己渺小或处理一件事而慨叹力量不足。语本《庄子·秋水》：秋水涨时河两岸间不辨牛马。河伯以天下之美为尽在此。乃顺流下至北海，更是一片汪洋。于是河伯“望洋向若而叹曰：‘野语有之，曰：闻道百以为莫己若者，我之谓也。’”
望洋兴叹    同“望洋而叹”。
望影揣情    谓观察事物的表象即能测知其实质。
望子成龙    盼望兒子成为出类拔萃的人物。
危机四伏    谓到处存在危险的因素。
危急存亡    谓情势危险急迫，关系到生存或灭亡。
危如累卵    如垒起的蛋那样危险。喻极其危险。
危若朝露    危险得象易于消失的早晨的露水那样。比喻面临灭亡。
危言高论    正直而不同凡响的言论。
危言覈论    正直而翔实的言论。
危言逆耳    正直的规劝听起来不顺耳。
危言耸听    谓故意说吓人的话使人听了吃惊。
危言竦论    使人感到惊恐或震动的言论。
危言正色    刚直的言论和严正的态度。
危於累卵    比垒起的蛋还危险。喻极其危险。
危在旦夕    危险就在眼前。
威风八面    形容神气十足，声势慑人。
威风凛凛    ①形容声势气派令人敬畏。②指声势气派壮大。
威风扫地    形容声势气派完全丧失。
威凤一羽    谓略见善政一斑之意。
威武不屈    谓权势不能使之屈服。语出《孟子·滕文公下》：“富贵不能淫，贫贱不能移，威武不能屈，此之谓大丈夫。”
威刑肃物    以严刑使人恭顺。
威重令行    权势大，有令必行。
偎红倚翠    谓亲狎女色；狎妓。
偎乾就湿    形容母亲抚育幼兒之辛苦。谓幼兒溺床，母亲宁可以身就湿，使小兒卧处常干。
偎慵堕懒    又作：懒惰，偷懒。
逶迤退食    谓从容谦退，公正廉洁。语本《诗·召南·羔羊》：“退食自公，委蛇委蛇。”郑玄笺：“退食谓减膳也。自，从也。从於公谓正直顺於事也。委蛇，委曲自得之貌。节俭而顺心志定，故可自得也。”。
微不足道    藐小得不值得一谈。
微察秋毫    形容极细小的东西都看得很清楚。
微乎其微    形容非常细小，极其有限。亦指极微小的事物。
微文深诋    谓深文周纳，诬人入罪。
微显阐幽    谓显现微妙之处，阐明幽深之理。
微言大义    亦作“微言大谊”。微言，精深微妙的言辞；大义，旧指有关《诗》、《书》、《礼》、《乐》诸经的要义。后用以指精微的语言中所包含的深奥意义。语出汉刘歆《移书让太常博士》：“乃夫子没而微言绝，七十子卒而大义乖。”
微言大谊    见“微言大义”。
煨乾避湿    见“煨乾就湿”
煨乾就湿    极言抚育孩子的辛苦。
巍巍荡荡    语出《论语·泰伯》：“大哉尧之为君也！巍巍乎！唯天为大，唯尧则之。荡荡乎，民无能名焉。”硃熹集注：“巍巍，高大之貌；荡荡，广远之称也。”后以“巍巍荡荡”形容道德崇高，恩泽博大。
为丛驱雀    见“为渊驱鱼，为丛驱爵”。
为德不终    见“为德不卒”。
为德不卒    好事没有做到底。
为恶不悛    坚持作恶，不肯悔改。
为法自弊    作定自弊。
为非作歹    做坏事。
为非作恶    见“为非作歹”。
为富不仁    《孟子·滕文公上》：“阳虎曰：‘为富不仁矣，为仁不富矣。’”赵岐注：“富者好聚，仁者好施，施不得聚，道相反也。”后谓富人唯利是图，不顾他人死活。
为鬼为蜮    《诗·小雅·何人斯》：“为鬼为蜮，则不可得。”硃熹集传：“蜮，短狐也，江淮水中皆有之，能含沙以射水中人影，其人辄病，而不见其形也。”后以“为鬼为蜮”比喻使用阴谋诡计，暗中害人。
为好成歉    做好事反被当作恶意。
为虎傅翼    给老虎添上翅膀。比喻助长恶人的势力。
为虎添翼    见“为虎傅翼”。
为虎作伥    传说被虎吃掉的人，死后成为伥鬼，虎行求食，则为虎前导清道。见《太平广记》卷四三○引唐裴铏《传奇·马拯》。后因以“为虎作伥”比喻做恶人的帮凶。
为虺弗摧    春秋时吴王夫差胜越，将许越和，申胥以为不可，谏曰：“为虺弗摧，为蛇将若何？”见《国语·吴语》。虺，小蛇。言小蛇不打死，长大后即不可制。比喻弱敌不除，必贻后患。
为民请命    谓替老百姓申诉痛苦。语本《史记·淮阴侯列传》：“因民之欲，西乡为百姓请命，则天下风走而响应矣，孰敢不听！”
为裘为箕    语出《礼记·学记》：“良冶之子必学为裘；良弓之子必学为箕。”孔颖达疏：“言善冶之家，其子弟见其父兄世业鋾铸金铁，使之柔合以补冶破器，皆令全好，故此，子弟仍能学为袍裘，补续兽皮，片片相合，以至完全也……善为弓之家，使幹角挠屈调和成其弓，故其子弟亦睹其父兄世业，仍学取柳和软挠之成箕也。”后用以比喻子弟能继承父兄的事业。
为人作嫁    见“为他人作嫁衣裳”。
为山止篑    比喻功败垂成。语本《论语·子罕》：“譬如为山，未成一篑。止，吾止也。”
为善最乐    谓行善是最大的乐事。
为蛇画足    《战国策·齐策二》：“楚有祠者，赐其舍人卮酒。舍人相谓曰：‘数人饮之不足，一人饮之有馀；请画地为蛇，先成者饮酒。’一人蛇先成，引酒且饮之，乃左手持卮，右手画蛇，曰：‘吾能为之足。’未成，一人之蛇成，夺其卮曰：‘蛇固无足，子安能为之足！’遂饮其酒。”后以“为蛇画足”比喻做事节外生枝，不但无益，反而害事。
为蛇添足    见“为蛇画足”。
为所欲为    想干什么就干什么。
为渊驱鱼，为丛驱爵    语出《孟子·离娄上》：“为渊驱鱼者，獭也；为丛驱爵者，鹯也；为汤武驱民者，桀与纣也。”《晋书·段灼传》引作“为川驱鱼，为薮驱雀”。驱，比喻为政不善，人心涣散，使百姓投向敌方。
为渊驱鱼，为丛驱雀    见“为渊驱鱼，为丛驱爵”。
为渊驱鱼    见“为渊驱鱼，为丛驱爵”。
韦编三绝    《史记·孔子世家》：“孔子晚而喜《易》……读《易》，韦编三绝。曰：‘假我数年，若是，我於《易》则彬彬矣。’”《汉书·儒林传序》：“盖晚而好《易》，读之韦编三绝，而为之传。”颜师古注：“编，所以联次简也。言爱玩之甚，故编简之韦为之三绝也。”后遂以“韦编三绝”为读书勤奋、刻苦治学之典。
围城打援    军事术语。先以部分兵力包围守城之敌，引诱别处敌人前来救援，然后以主力部队将援敌一举歼之。
围魏救赵    战国时（公元前３５３年）魏国围攻赵国都城邯郸。赵国求救于齐国。齐将田忌、孙膑率军救赵，趁魏国都城兵力空虚，引兵直攻魏国。魏军回救，齐军乘其疲惫，于中途大败魏军，遂解赵围。事见《史记·孙子吴起列传》。此种战略后来常为兵家所采用，称为“围魏救赵”法。
帏箔不修    见“帏薄不修”。
